step,entropy
1665,0.00422669
1666,0.00135563
1667,0.00104974
1668,0.00144910
1669,0.00417117
1670,0.00781448
1671,0.00068235
1672,0.00945743
1673,0.02455032
1674,0.01314214
1675,0.00088937
1676,0.01385023
1677,0.00040105
1678,0.00256629
1679,0.00060173
1680,0.00763599
1681,0.00194148
1682,0.00368832
1683,0.00296341
1684,0.00599023
1685,0.00161300
1686,0.03247013
1687,0.02601931
1688,0.00333656
1689,0.01021606
1690,0.02346200
1691,0.01570232
1692,0.00143141
1693,0.00682216
1694,0.02198694
1695,0.00265136
1696,0.01056029
1697,0.00139683
1698,0.00159817
1699,0.00130760
1700,0.00661861
1701,0.00625485
1702,0.01258001
1703,0.00131349
1704,0.00348438
1705,1.40315707
1706,0.03212645
1707,0.00353679
1708,0.01422822
1709,0.00414904
1710,0.00105072
1711,0.00150948
1712,0.00200622
1713,0.00134036
1714,0.00581130
1715,0.06749988
1716,0.00762943
1717,0.00820024
1718,0.00644740
1719,0.00639411
1720,0.00393852
1721,0.00092869
1722,0.02653571
1723,0.00632557
1724,0.00379616
1725,0.00218194
1726,0.02090123
1727,0.00230916
1728,0.01100246
1729,0.00260384
1730,0.01236481
1731,0.00304427
1732,0.01607277
1733,0.00364403
1734,0.00032737
1735,0.00682651
1736,0.00728026
1737,0.00636733
1738,0.00765937
1739,0.00367963
1740,0.00166571
1741,0.00129455
1742,0.00877554
1743,0.05367641
1744,0.01242748
1745,0.00381858
1746,0.00116069
1747,0.01473740
1748,0.03311493
1749,0.16242810
1750,0.00371497
1751,0.01085061
1752,0.02191820
1753,0.00193244
1754,0.00379436
1755,0.00098394
1756,0.00138323
1757,0.00695674
1758,0.00043337
1759,0.00674425
1760,0.00265218
1761,0.00647289
1762,0.00394396
1763,0.00095266
1764,0.00804902
1765,0.00724266
1766,0.00885473
1767,0.02441937
1768,0.02458905
1769,0.00791980
1770,0.00410296
1771,0.01816164
1772,0.00424853
1773,0.00203329
1774,0.03057675
1775,0.01916547
1776,0.00312709
1777,0.00153398
1778,0.00136665
1779,0.00831459
1780,0.02173555
1781,0.01959937
1782,0.00349320
1783,0.01108716
1784,0.00407232
1785,0.00752492
1786,0.00285812
1787,0.02631921
1788,0.00175422
1789,0.00473109
1790,0.01639352
1791,0.00157035
1792,0.00179159
1793,0.00131748
1794,0.00611646
1795,0.17894389
1796,0.00381377
1797,0.00259734
1798,0.02604584
1799,0.00126334
1800,0.00602164
1801,0.00078649
1802,0.00800101
1803,0.00371774
1804,0.00410448
1805,0.00169694
1806,0.01193205
1807,0.00108371
1808,0.18146435
1809,0.00170261
1810,0.00131540
1811,0.03486284
1812,0.00117572
1813,0.00077569
1814,0.00228887
1815,0.00954938
1816,0.00135194
1817,0.00367341
1818,0.00143723
1819,0.00698712
1820,0.08456004
1821,0.00326245
1822,0.01416598
1823,0.00102092
1824,0.01166414
1825,0.00618515
1826,0.00151721
1827,0.00136947
1828,0.00169012
1829,0.00697244
1830,0.00859066
1831,0.00090050
1832,0.00316121
1833,0.01076662
1834,0.00385489
1835,0.00273274
1836,0.01030046
1837,0.00169428
1838,0.50847217
1839,0.00327166
1840,0.00381014
1841,0.00256717
1842,0.00667889
1843,0.00352085
1844,0.00305274
1845,0.00211168
1846,0.00153204
1847,0.00300440
1848,0.00566483
1849,0.00374184
1850,0.00116836
1851,0.00179358
1852,0.01056893
1853,0.01361594
1854,0.01125878
1855,0.00114358
1856,0.01036785
1857,0.00013536
1858,0.00716917
1859,0.00260914
1860,0.00258509
1861,0.02282538
1862,0.01249909
1863,0.00329504
1864,0.00342600
1865,0.00320175
1866,0.00168153
1867,0.00178663
1868,0.00115201
1869,0.00166786
1870,0.00367877
1871,0.00294497
1872,0.00269496
1873,0.00181412
1874,0.00565606
1875,0.00405843
1876,0.00140450
1877,0.00107772
1878,0.00197652
1879,0.00589570
1880,0.00747237
1881,0.00649151
1882,0.00705520
1883,0.01508566
1884,0.01317306
1885,0.00120906
1886,0.00975718
1887,0.01724884
1888,0.00820572
1889,0.00140953
1890,0.01740514
1891,0.01021381
1892,0.00605189
1893,0.00204807
1894,0.00160812
1895,0.00460081
1896,0.00794509
1897,0.00130830
1898,0.00217389
1899,0.01023400
1900,0.02826047
1901,0.01024617
1902,0.02186743
1903,0.00289325
1904,0.01520767
1905,0.01190731
1906,0.00897194
1907,0.00422726
1908,0.01611050
1909,0.01699837
1910,0.00831374
1911,0.00278566
1912,0.01911101
1913,0.00251487
1914,0.00194461
1915,0.00122288
1916,0.00360078
1917,0.00125186
1918,0.00383254
1919,0.00851465
1920,0.00228853
1921,0.07376517
1922,0.00940969
1923,0.04757414
1924,0.00364248
1925,0.00681499
1926,0.04280236
1927,0.00330683
1928,0.00607639
1929,0.00086338
1930,0.00012314
1931,0.00538677
1932,0.01266503
1933,0.00648300
1934,0.00127173
1935,0.00311228
1936,0.00031254
1937,0.00341917
1938,0.00227419
1939,0.02822429
1940,0.00226820
1941,0.00117627
1942,0.01250471
1943,0.02613182
1944,0.00226984
1945,0.00109276
1946,0.00335014
1947,0.01297711
1948,0.01429542
1949,0.00376603
1950,0.00653370
1951,0.02977874
1952,0.00328593
1953,0.01693855
1954,0.01404743
1955,0.01763126
1956,0.00390320
1957,0.00194597
1958,0.04517542
1959,0.00385393
1960,0.00208372
1961,0.02064870
1962,0.17091228
1963,0.00205820
1964,0.00666629
1965,0.00118551
1966,0.00384696
1967,0.00037798
1968,0.01762414
1969,0.00688215
1970,0.00353400
1971,0.00031779
1972,0.00222530
1973,0.00560001
1974,0.00188671
1975,0.00624347
1976,0.00865652
1977,0.00382462
1978,0.00599685
1979,0.00295191
1980,0.00331948
1981,0.00130185
1982,0.00179001
1983,0.00166042
1984,0.01391329
1985,0.55807628
1986,0.00114166
1987,0.01174547
1988,0.00334259
1989,0.00121561
1990,0.00346393
1991,0.00248275
1992,0.00314596
1993,0.00928235
1994,0.00338158
1995,0.00206008
1996,0.00587512
1997,0.00055024
1998,0.00289290
1999,0.01366134
2000,0.02005251
2001,0.00316820
2002,0.01808509
2003,0.00347685
2004,0.01086043
2005,0.00187032
2006,0.00174232
2007,0.00754719
2008,0.00911681
2009,0.00145861
2010,0.00151269
2011,0.00159828
2012,0.02460817
2013,0.00346831
2014,0.00941221
2015,0.02068553
2016,0.00698280
2017,2.42000343
2018,0.00911646
2019,0.02782833
2020,0.01996978
2021,0.00162076
2022,0.00378540
2023,0.00998995
2024,0.80267724
2025,0.00223132
2026,0.01346642
2027,0.00332091
2028,0.04026425
2029,0.00124475
2030,0.02000775
2031,0.00209715
2032,0.00307634
2033,0.02018867
2034,0.00233782
2035,0.00254018
2036,0.00208539
2037,0.00164924
2038,0.00082812
2039,0.01310350
2040,0.01070668
2041,0.00757019
2042,0.00272431
2043,0.02145711
2044,0.00360612
2045,0.01905520
2046,0.00344943
2047,0.00361535
2048,0.00148437
2049,0.00365064
2050,0.00631861
2051,0.00200452
2052,0.00170926
2053,0.00277474
2054,0.00304292
2055,0.00262044
2056,0.00195382
2057,0.00113528
2058,0.00193962
2059,0.00217485
2060,0.00386040
2061,0.00270791
2062,0.04374848
2063,0.00724134
2064,0.00194598
2065,0.01006714
2066,0.00075852
2067,0.00653443
2068,0.00036017
2069,0.01745568
2070,0.00368643
2071,0.00107530
2072,0.02055317
2073,0.00623739
2074,0.01241174
2075,0.01322364
2076,0.00620341
2077,0.00641848
2078,0.00178342
2079,0.00358428
2080,0.00099216
2081,0.00116884
2082,0.00241788
2083,0.00677393
2084,0.00301198
2085,0.00374999
2086,0.00761565
2087,0.01006307
2088,0.00650416
2089,0.00246077
2090,0.00464707
2091,0.00884810
2092,0.00157909
2093,0.02066872
2094,0.00803384
2095,0.00362763
2096,0.00625068
2097,0.00847424
2098,0.01868331
2099,0.00252440
2100,0.00183584
2101,0.02992752
2102,0.00302044
2103,0.00811329
2104,0.00368187
2105,0.00131477
2106,0.00375201
2107,0.00965451
2108,0.00121285
2109,0.01192445
2110,0.01651302
2111,0.00325700
2112,0.00126653
2113,0.01984757
2114,0.00099333
2115,0.00124681
2116,0.00623838
2117,0.00367534
2118,0.00346429
2119,0.01804258
2120,0.00670551
2121,0.01958967
2122,0.00063951
2123,0.00140222
2124,0.00020794
2125,0.00163623
2126,0.01796476
2127,0.00027057
2128,0.01293958
2129,0.00806311
2130,0.00126457
2131,0.00171892
2132,0.00255217
2133,0.02924046
2134,0.00108839
2135,0.00337684
2136,0.01363158
2137,0.00998507
2138,0.00386926
2139,0.00171842
2140,0.00179727
2141,0.00758667
2142,0.00029865
2143,0.00149560
2144,0.01736530
2145,0.02208256
2146,0.00354480
2147,0.00688594
2148,0.00773106
2149,0.00380830
2150,0.00900619
2151,0.00377457
2152,0.00109985
2153,0.00865681
2154,0.08514218
2155,0.00234425
2156,0.00325918
2157,0.00933150
2158,0.00079966
2159,0.00164127
2160,0.00306533
2161,0.00367349
2162,0.00100069
2163,0.00199367
2164,0.00132270
2165,0.01070865
2166,0.00643468
2167,0.00065736
2168,0.00120818
2169,0.00143378
2170,0.00603130
2171,0.00681271
2172,0.01207489
2173,0.00120757
2174,0.00605080
2175,0.00133268
2176,0.00373374
2177,0.01948137
2178,0.00123008
2179,0.00054177
2180,0.00149735
2181,0.00350077
2182,0.00939600
2183,0.00053220
2184,0.05715562
2185,0.00125003
2186,0.01185192
2187,0.00336147
2188,0.00569490
2189,0.02439827
2190,0.00208099
2191,0.00327834
2192,0.01667686
2193,0.00654231
2194,0.00311108
2195,0.01003307
2196,0.01008811
2197,0.00347574
2198,0.00345213
2199,0.00272352
2200,0.00136583
2201,0.00785394
2202,0.00717339
2203,0.00290179
2204,0.00151213
2205,0.00392718
2206,0.00378539
2207,0.02978236
2208,0.00091830
2209,1.83595408
2210,0.00129609
2211,0.00665396
2212,0.00623290
2213,0.00687025
2214,0.00052021
2215,0.00193896
2216,0.00303393
2217,0.02521214
2218,0.00197353
2219,0.00315446
2220,0.00386556
2221,0.00032177
2222,0.00156778
2223,0.00071498
2224,0.00596644
2225,0.00294912
2226,0.01507975
2227,0.00102245
2228,0.00674147
2229,0.00044517
2230,0.02201805
2231,0.01180426
2232,0.00210661
2233,0.00566073
2234,0.00041696
2235,0.01793090
2236,0.01811407
2237,0.00984898
2238,0.01796114
2239,0.00141585
2240,0.00263250
2241,0.00941499
2242,0.00734181
2243,0.00161813
2244,0.00155676
2245,0.13198469
2246,0.00098342
2247,0.00097441
2248,0.00198556
2249,0.00358030
2250,0.00161916
2251,0.01301956
2252,0.00094458
2253,0.00794895
2254,0.07031765
2255,0.00405433
2256,0.00226065
2257,0.00373054
2258,0.00109301
2259,0.00944420
2260,0.00781598
2261,0.00367989
2262,0.01942067
2263,0.00331712
2264,0.01418511
2265,0.02033098
2266,0.02790774
2267,0.00209663
2268,0.00160729
2269,0.00179509
2270,0.02684828
2271,0.01243475
2272,0.00132015
2273,0.00213070
2274,0.00249436
2275,0.00290528
2276,0.01094177
2277,0.00130706
2278,0.01367931
2279,0.00044199
2280,0.00131604
2281,0.00951251
2282,0.00283524
2283,0.01327249
2284,0.00649714
2285,0.00128443
2286,0.00895370
2287,0.00106745
2288,0.00284247
2289,0.00767652
2290,0.16856715
2291,0.00143388
2292,0.01069198
2293,0.02964057
2294,0.00011483
2295,0.00302716
2296,0.00325633
2297,0.00591577
2298,0.01031213
2299,0.00360381
2300,0.00135960
2301,0.00242935
2302,0.00336490
2303,0.01287506
2304,0.00323247
2305,0.01082485
2306,0.00659376
2307,0.00183138
2308,0.00861208
2309,0.03954027
2310,0.01682037
2311,0.00236954
2312,0.01527449
2313,0.00700509
2314,0.00166918
2315,0.00511136
2316,0.00974297
2317,0.01550655
2318,0.00357096
2319,0.00811872
2320,0.00351330
2321,0.00333688
2322,0.02398905
2323,0.00261775
2324,0.00124680
2325,0.00951735
2326,0.00874155
2327,0.00369511
2328,0.00652268
2329,0.00370982
2330,0.01019790
2331,0.02429664
2332,0.01750227
2333,0.00828099
2334,0.00878467
2335,0.00302068
2336,0.00116088
2337,0.00110280
2338,0.00565426
2339,0.01734033
2340,0.00291863
2341,0.01053153
2342,0.00222815
2343,0.01321044
2344,0.00101172
2345,0.01274670
2346,0.00302329
2347,0.00562958
2348,0.00206048
2349,0.00659326
2350,0.01805776
2351,0.01264436
2352,0.00373541
2353,0.00121699
2354,0.00356713
2355,0.02138990
2356,0.00875073
2357,0.00381147
2358,0.00198736
2359,0.00215590
2360,0.00954428
2361,0.00557139
2362,0.00318423
2363,0.02859297
2364,0.00339951
2365,0.00566778
2366,0.00148042
2367,0.02803844
2368,0.13407973
2369,0.00237297
2370,0.00118897
2371,0.01595883
2372,0.00359389
2373,0.07017845
2374,0.00811983
2375,0.00065898
2376,0.00198980
2377,0.00279936
2378,0.00581670
2379,0.00578262
2380,0.00173486
2381,0.00395163
2382,0.00990069
2383,0.00803838
2384,0.00889474
2385,0.00599253
2386,0.00192142
2387,0.00407693
2388,0.01704972
2389,0.00208576
2390,0.01432365
2391,0.00127278
2392,0.00205502
2393,0.00381350
2394,0.01420690
2395,0.00688779
2396,0.13517118
2397,0.00125686
2398,0.00338357
2399,0.00171364
2400,0.00122810
2401,0.01898587
2402,0.00107662
2403,0.00842155
2404,0.00728236
2405,0.00904065
2406,0.00194855
2407,0.00745334
2408,0.00132494
2409,0.01228529
2410,0.00373242
2411,0.00207412
2412,0.00635648
2413,0.00165938
2414,0.00764361
2415,0.00165445
2416,0.00730907
2417,0.01873038
2418,0.00800710
2419,0.00720484
2420,0.02308613
2421,0.00137660
2422,0.00386979
2423,0.02379556
2424,0.00354036
2425,0.00096842
2426,0.01040809
2427,0.00043125
2428,0.00853483
2429,0.00365882
2430,0.00992337
2431,0.18831678
2432,0.00098207
2433,0.00386301
2434,0.00357202
2435,0.22346654
2436,0.00528051
2437,0.01310860
2438,0.00762337
2439,0.00697387
2440,0.00735390
2441,0.00385782
2442,0.00374303
2443,0.00361264
2444,0.01806523
2445,0.01439920
2446,0.02462110
2447,0.00720959
2448,0.00109854
2449,0.00352797
2450,0.00162792
2451,0.00274852
2452,0.02280163
2453,0.00195647
2454,0.01426629
2455,0.00581400
2456,0.00371971
2457,0.00864022
2458,0.00358989
2459,0.00632286
2460,0.01150684
2461,0.00714925
2462,0.00371369
2463,0.01177246
2464,0.00363461
2465,0.00699190
2466,0.02030193
2467,0.00203607
2468,0.00408485
2469,0.00333641
2470,0.00380067
2471,0.00947569
2472,0.00969628
2473,0.00145355
2474,0.00808365
2475,0.00936467
2476,0.00309430
2477,0.00861706
2478,0.01077375
2479,0.09956287
2480,0.01130044
2481,0.00234103
2482,0.01649936
2483,0.00601430
2484,0.00176215
2485,0.00604201
2486,0.00117151
2487,0.00148487
2488,0.00682732
2489,0.00900354
2490,0.00221271
2491,0.01048733
2492,0.01460742
2493,0.00959763
2494,0.00125231
2495,0.00405211
2496,0.00268892
2497,0.05357557
2498,0.01677660
2499,0.00353085
2500,0.00123754
2501,0.01544283
2502,0.00240369
2503,0.00209236
2504,0.00344423
2505,0.00211111
2506,0.02048165
2507,0.00016904
2508,0.01261944
2509,0.00261613
2510,0.00905866
2511,0.00200221
2512,0.00321705
2513,0.01871332
2514,0.04732504
2515,0.01700380
2516,0.00206418
2517,0.00354200
2518,0.00372886
2519,0.02889907
2520,0.00568574
2521,0.00795596
2522,0.00687296
2523,0.00207680
2524,0.01947188
2525,0.00152866
2526,0.01897852
2527,0.06514215
2528,0.00996403
2529,0.00366883
2530,0.00362974
2531,0.00359084
2532,0.02268677
2533,0.00266992
2534,0.00967539
2535,0.00139902
2536,0.00886669
2537,0.00365331
2538,0.00155691
2539,0.03205889
2540,0.00135279
2541,0.00641274
2542,0.01978627
2543,0.02168084
2544,0.00627055
2545,0.01210957
2546,0.00197481
2547,0.00193799
2548,0.00341833
2549,0.01101598
2550,0.00058046
2551,0.00779417
2552,0.02216428
2553,0.02357365
2554,0.00099843
2555,0.00687631
2556,0.00658384
2557,0.27822490
2558,0.00069769
2559,0.00824133
2560,0.00598775
2561,0.00153286
2562,0.00668355
2563,0.00361058
2564,0.00159376
2565,0.00021099
2566,0.00083143
2567,0.00777029
2568,0.00282752
2569,0.00138095
2570,0.02066076
2571,0.04151610
2572,0.00361886
2573,0.00402785
2574,0.00945223
2575,0.01276733
2576,0.01341541
2577,0.00764443
2578,0.00142931
2579,0.02047164
2580,0.00311140
2581,0.00416966
2582,0.03320950
2583,0.00106256
2584,0.00026602
2585,0.00142081
2586,0.00173479
2587,0.02259392
2588,0.01233273
2589,0.00367074
2590,0.00643392
2591,0.00278327
2592,0.00323641
2593,0.00477426
2594,0.00957530
2595,0.00258660
2596,0.01402004
2597,0.00350419
2598,0.00347824
2599,0.00404866
2600,0.00148845
2601,0.01303410
2602,0.01895957
2603,0.00374793
2604,0.00381348
2605,0.00101995
2606,0.00353102
2607,0.01302225
2608,1.92388992
2609,0.00016356
2610,0.00846718
2611,0.01342334
2612,0.00166871
2613,0.00022370
2614,0.00362133
2615,0.01307034
2616,0.00341338
2617,0.01082298
2618,0.54435312
2619,0.01039034
2620,0.00644331
2621,0.00215735
2622,0.00105754
2623,0.00116540
2624,0.00116561
2625,0.01276633
2626,0.01377737
2627,0.00168518
2628,0.00406663
2629,0.01371330
2630,0.00275379
2631,0.00403769
2632,0.00354688
2633,0.00297412
2634,0.01394343
2635,0.00428279
2636,0.00451710
2637,0.00434669
2638,0.01098668
2639,0.00844775
2640,0.01806965
2641,0.00318038
2642,0.00643773
2643,0.00156195
2644,0.01231464
2645,0.00361837
2646,0.00140751
2647,0.00147931
2648,0.00395191
2649,0.02209733
2650,0.00190362
2651,0.00148944
2652,0.00180369
2653,0.00633261
2654,0.01701463
2655,0.00666034
2656,0.00944031
2657,0.00323280
2658,1.98377151
2659,0.00138812
2660,0.00094388
2661,0.00077751
2662,0.04009824
2663,0.00275567
2664,0.01119753
2665,0.00146520
2666,0.07858990
2667,0.00573798
2668,0.00194547
2669,0.00425877
2670,0.00830800
2671,0.00369264
2672,0.00285525
2673,0.00317007
2674,0.01616228
2675,0.00976484
2676,0.00360166
2677,0.00060530
2678,0.00152233
2679,0.01908327
2680,0.00339815
2681,0.00295993
2682,0.00362540
2683,0.00166893
2684,0.00338520
2685,0.00581094
2686,0.00135021
2687,0.00131929
2688,0.00656828
2689,0.00299041
2690,0.00463827
2691,0.00021324
2692,0.00828613
2693,0.00367427
2694,0.00365301
2695,0.00248336
2696,0.00966140
2697,0.01056034
2698,0.00868914
2699,0.00314931
2700,0.00084341
2701,0.00020966
2702,0.00592511
2703,0.01718583
2704,0.02037460
2705,0.00402291
2706,0.00138124
2707,0.00341420
2708,0.00395753
2709,0.00867435
2710,0.00124868
2711,0.00328949
2712,0.00183030
2713,0.00276064
2714,0.01558090
2715,0.00322277
2716,0.16205659
2717,0.00136274
2718,0.00306955
2719,0.03915886
2720,0.00947160
2721,0.01421375
2722,0.00379754
2723,0.01546038
2724,0.00328299
2725,0.00129203
2726,0.00433336
2727,0.01036935
2728,0.01878879
2729,0.00610924
2730,0.01166384
2731,0.00119098
2732,0.00426021
2733,0.00828467
2734,0.00139780
2735,0.00165473
2736,0.00702306
2737,0.00260754
2738,0.00390920
2739,0.00862630
2740,0.00135676
2741,0.00303453
2742,0.01388815
2743,0.00418355
2744,0.00035347
2745,0.01566181
2746,0.01556254
2747,0.02394282
2748,0.00641703
2749,0.00127817
2750,0.00336174
2751,0.00161856
2752,0.02273677
2753,0.00140964
2754,0.03046647
2755,0.00650753
2756,0.01953156
2757,0.01184911
2758,0.01464699
2759,0.00176083
2760,0.00623729
2761,0.01494766
2762,0.00203530
2763,0.00257556
2764,0.01142967
2765,0.01682175
2766,0.00548560
2767,0.00161834
2768,0.00033894
2769,0.00142418
2770,0.00104248
2771,0.01290627
2772,0.00522533
2773,0.01640263
2774,0.01371403
2775,0.98077133
2776,0.00262025
2777,0.00358105
2778,0.00080149
2779,0.01917142
2780,0.00090000
2781,0.00665832
2782,0.00770930
2783,0.00749221
2784,0.01399342
2785,0.00824950
2786,0.00390319
2787,0.00197091
2788,0.00350912
2789,0.00150091
2790,0.00173930
2791,0.02250848
2792,0.00230471
2793,0.00670302
2794,0.00146140
2795,0.00116555
2796,0.00403235
2797,0.01323486
2798,0.00392191
2799,0.00140112
2800,0.01217343
2801,0.00362779
2802,0.02930312
2803,0.00088164
2804,0.01199322
2805,0.00222072
2806,0.00613717
2807,0.01289696
2808,0.04919324
2809,0.02184269
2810,0.00119970
2811,0.01365927
2812,0.00279665
2813,0.00377388
2814,0.01344015
2815,0.00094291
2816,0.01508789
2817,0.00049609
2818,0.00340777
2819,0.00708684
2820,0.06163872
2821,0.00714761
2822,0.00452250
2823,0.00317250
2824,0.02707610
2825,0.01615177
2826,0.02433069
2827,0.00797331
2828,0.01463281
2829,0.00794476
2830,0.00485559
2831,0.00340283
2832,0.00129903
2833,0.00681829
2834,0.00656359
2835,0.00125403
2836,0.00722620
2837,0.00195886
2838,0.41426404
2839,0.01255816
2840,0.00455129
2841,0.00313700
2842,0.00111149
2843,0.00134495
2844,0.01085125
2845,0.01281959
2846,0.00666181
2847,0.01465360
2848,0.01380386
2849,0.00351684
2850,0.00640276
2851,0.01712986
2852,0.00683036
2853,0.00067314
2854,0.00139084
2855,0.00856101
2856,0.00808225
2857,0.00388260
2858,0.00209492
2859,0.00019768
2860,0.00038578
2861,0.00038684
2862,0.00888956
2863,0.02024557
2864,0.00327772
2865,0.00237678
2866,0.00014119
2867,0.00619429
2868,0.00169143
2869,0.00749318
2870,0.01097102
2871,0.01257639
2872,0.00163942
2873,0.02306097
2874,0.00409160
2875,0.00168336
2876,0.00831560
2877,0.00642735
2878,0.00431283
2879,0.00067189
2880,0.00041523
2881,0.00477588
2882,0.00647339
2883,0.00917356
2884,0.02150013
2885,0.00377553
2886,0.00370730
2887,0.00726334
2888,0.00703476
2889,0.00284528
2890,0.00027405
2891,0.00255001
2892,0.00369377
2893,0.00143007
2894,0.00402194
2895,0.01351681
2896,0.02247810
2897,0.00243295
2898,0.00098626
2899,0.00183537
2900,0.00331389
2901,0.00168416
2902,0.00641316
2903,0.00382988
2904,0.00150930
2905,0.00905966
2906,0.01296636
2907,0.02699086
2908,0.00723550
2909,0.01324616
2910,0.00179883
2911,0.00904202
2912,0.00762928
2913,0.00164090
2914,0.00157443
2915,0.00533281
2916,0.00136249
2917,0.00185761
2918,0.00094522
2919,0.01871303
2920,0.01469285
2921,0.00345947
2922,0.00391619
2923,0.00358996
2924,0.00509870
2925,0.00450372
2926,0.00279233
2927,0.00594075
2928,0.00050388
2929,0.00100328
2930,0.01125213
2931,0.00334935
2932,0.00170820
2933,0.00770310
2934,0.00831443
2935,0.84248916
2936,0.01086851
2937,0.00632553
2938,0.00281596
2939,0.00630906
2940,0.01740661
2941,0.00099751
2942,0.00739821
2943,0.00628228
2944,0.02434102
2945,0.00160343
2946,0.00118000
2947,0.00809001
2948,0.00643821
2949,0.05358498
2950,2.27970585
2951,0.00160167
2952,0.00201996
2953,0.01070202
2954,0.00742997
2955,0.02402504
2956,0.00385129
2957,0.00290182
2958,0.00939707
2959,0.02510711
2960,0.00957903
2961,0.01720370
2962,0.00078992
2963,0.00642783
2964,0.00159689
2965,0.01095472
2966,0.00122208
2967,0.00047438
2968,0.00024326
2969,0.01499977
2970,0.00218629
2971,0.00159109
2972,0.00924641
2973,0.00055371
2974,0.00281463
2975,0.01567429
2976,0.00362571
2977,0.00914582
2978,0.00129592
2979,0.00325954
2980,0.00724239
2981,0.01588825
2982,0.00600029
2983,0.00145096
2984,0.00060788
2985,0.00125461
2986,0.00134115
2987,0.00391214
2988,0.01295552
2989,0.00709533
2990,0.00200630
2991,0.00707561
2992,0.00237891
2993,0.09275780
2994,0.00396406
2995,0.00052697
2996,0.00307562
2997,0.00641404
2998,0.01139652
2999,0.00672404
3000,0.00917224
3001,0.07684822
3002,0.00604185
3003,0.00148933
3004,0.00122370
3005,0.00079024
3006,0.01630016
3007,0.00776400
3008,0.01206427
3009,0.00145262
3010,0.00187312
3011,0.00461616
3012,0.00367828
3013,0.02474636
3014,0.00098535
3015,0.00435925
3016,0.00238105
3017,0.01153538
3018,0.02110887
3019,0.00420178
3020,0.01064347
3021,0.00789112
3022,0.01915949
3023,0.02252093
3024,1.31110275
3025,0.00181726
3026,0.00129154
3027,0.00324610
3028,0.00737282
3029,0.00945820
3030,0.00151175
3031,0.00094225
3032,0.02295236
3033,0.00339657
3034,0.01895446
3035,0.00325140
3036,0.00321575
3037,0.00114324
3038,0.01152293
3039,0.00169400
3040,0.00375788
3041,0.00159138
3042,0.00354735
3043,0.00502467
3044,0.00362121
3045,0.00364126
3046,0.01758321
3047,0.00247545
3048,0.01097392
3049,0.01284757
3050,0.01839425
3051,0.00163231
3052,0.00203350
3053,0.00212324
3054,0.00614676
3055,0.01067302
3056,0.00369198
3057,0.00270946
3058,0.00641495
3059,0.00289470
3060,0.00206569
3061,0.00319843
3062,0.01772936
3063,0.01271670
3064,0.00122452
3065,0.01195210
3066,0.00139207
3067,0.11296307
3068,0.00643530
3069,0.00053949
3070,0.00816630
3071,0.03549356
3072,0.00222095
3073,0.01020516
3074,0.00987062
3075,0.00367017
3076,0.00077731
3077,0.00570038
3078,0.01090052
3079,0.00788456
3080,0.01693681
3081,0.00359631
3082,0.00360378
3083,0.00175468
3084,0.00210837
3085,0.00039548
3086,0.00703279
3087,0.00670138
3088,0.00347638
3089,0.02152145
3090,0.02713126
3091,0.00379483
3092,0.00121855
3093,0.00899968
3094,0.00366019
3095,0.00799358
3096,0.00682076
3097,0.01551337
3098,0.00388514
3099,0.00611582
3100,0.01641717
3101,0.00285455
3102,0.00124275
3103,0.00930655
3104,0.01295815
3105,0.00367762
3106,0.00664884
3107,0.00067462
3108,0.08495022
3109,0.00116041
3110,0.00917348
3111,0.00184534
3112,0.00129046
3113,0.01116457
3114,0.01495557
3115,0.00712313
3116,0.00700117
3117,0.00182999
3118,0.00126233
3119,0.00737716
3120,0.00991953
3121,0.00066392
3122,0.00181994
3123,0.00407546
3124,0.01645269
3125,0.00353708
3126,0.00104790
3127,0.00145225
3128,0.00341016
3129,0.00026516
3130,0.01884105
3131,0.00649674
3132,0.00649349
3133,0.00374636
3134,0.01346713
3135,0.00363136
3136,0.00158795
3137,1.98605395
3138,0.00015186
3139,0.01065765
3140,0.00357200
3141,0.01207923
3142,0.02403023
3143,0.00845143
3144,0.00149854
3145,0.03165508
3146,0.00899477
3147,0.00776292
3148,0.01670079
3149,0.00336209
3150,0.00148875
3151,2.19444468
3152,0.02290538
3153,0.00335066
3154,0.00462522
3155,0.00151252
3156,0.00681914
3157,0.02524870
3158,0.00885303
3159,0.00056363
3160,0.00108765
3161,0.01790042
3162,0.01333707
3163,0.00157645
3164,0.00118286
3165,1.02928485
3166,0.00314602
3167,0.00617376
3168,0.00153285
3169,0.00077927
3170,0.01283732
3171,0.01113338
3172,0.00721559
3173,0.00084160
3174,0.00618647
3175,0.02121187
3176,0.00845138
3177,0.40696484
3178,0.00741151
3179,0.00396257
3180,0.00137643
3181,0.00085132
3182,0.00348470
3183,0.25143641
3184,0.00292399
3185,0.00702843
3186,0.00112550
3187,0.00150617
3188,0.00109001
3189,0.00063673
3190,0.00592211
3191,0.00128371
3192,0.00101900
3193,0.01830915
3194,0.00171246
3195,0.03264057
3196,0.00103791
3197,0.00634757
3198,0.00024985
3199,0.00130122
3200,0.00122731
3201,0.00187845
3202,0.00818211
3203,0.00699101
3204,0.00269179
3205,0.04429975
3206,0.00214032
3207,0.00385805
3208,0.00081984
3209,0.00029534
3210,0.00085597
3211,0.00190388
3212,0.00212125
3213,0.00951810
3214,0.00361204
3215,0.01122242
3216,0.00245536
3217,0.00614930
3218,0.00597983
